segment,from,to,text
549,00:19:46.000,00:19:48.000,再去問別人問到別的
550,00:19:48.000,00:19:50.000,線索吧
551,00:19:50.000,00:19:52.000,嗯嗯嗯嗯了解
552,00:19:52.000,00:19:54.000,然後還有
553,00:19:54.000,00:19:56.000,喔他有問我說
554,00:19:56.000,00:19:58.000,因為我有講到樂草店
555,00:19:58.000,00:20:00.000,被性騷擾老師
556,00:20:00.000,00:20:02.000,他就有問我說那你要不要
557,00:20:02.000,00:20:04.000,也提告我就說好我要告
558,00:20:04.000,00:20:06.000,那一次的時候
559,00:20:06.000,00:20:08.000,他才
560,00:20:08.000,00:20:10.000,他才特別問我說要不要
561,00:20:10.000,00:20:12.000,提告他性騷擾
562,00:20:12.000,00:20:14.000,我的這件事
563,00:20:14.000,00:20:16.000,嗯嗯嗯了解
564,00:20:16.000,00:20:18.000,然後他
565,00:20:18.000,00:20:20.000,有沒有問我
566,00:20:20.000,00:20:22.000,證你說證據
567,00:20:22.000,00:20:24.000,證人嗎對對對
568,00:20:24.000,00:20:26.000,證人應該就是像你剛才說的他會問
569,00:20:26.000,00:20:28.000,一些名字
570,00:20:28.000,00:20:30.000,有沒有看到對啦
571,00:20:30.000,00:20:32.000,然後那就是證
572,00:20:32.000,00:20:34.000,證人的部分我
573,00:20:34.000,00:20:36.000,之前就是去
574,00:20:36.000,00:20:38.000,諮詢律師手套跟我
575,00:20:38.000,00:20:40.000,講然後
576,00:20:40.000,00:20:42.000,我就有
577,00:20:42.000,00:20:44.000,嗯?
578,00:20:44.000,00:20:46.000,我就有
579,00:20:46.000,00:20:48.000,我就有寫
580,00:20:48.000,00:20:50.000,自己寫給他這樣子
581,00:20:50.000,00:20:52.000,我後來就把就是這個
582,00:20:52.000,00:20:54.000,雞巴狼故事
583,00:20:54.000,00:20:56.000,的就是印
584,00:20:56.000,00:20:58.000,一份給他
585,00:20:58.000,00:21:00.000,附上那個證人的
586,00:21:00.000,00:21:02.000,證人的資料
587,00:21:02.000,00:21:04.000,證人裡面我給的是醫生
588,00:21:04.000,00:21:06.000,跟質詳師
589,00:21:06.000,00:21:08.000,然後兩個目擊
590,00:21:08.000,00:21:10.000,證人就是
591,00:21:10.000,00:21:12.000,林辰度跟
592,00:21:12.000,00:21:14.000,蔡依林
593,00:21:14.000,00:21:16.000,那他們各自是
594,00:21:16.000,00:21:18.000,是麵店
595,00:21:18.000,00:21:20.000,那個跟
596,00:21:20.000,00:21:22.000,對麵店跟那個
597,00:21:22.000,00:21:24.000,氣功業
598,00:21:24.000,00:21:26.000,喔
599,00:21:26.000,00:21:28.000,好
600,00:21:28.000,00:21:30.000,然後這是第一次
601,00:21:30.000,00:21:32.000,那他
602,00:21:32.000,00:21:34.000,他例如他有
603,00:21:34.000,00:21:36.000,像是他在哪些
604,00:21:36.000,00:21:38.000,案件上有問你
605,00:21:38.000,00:21:40.000,說有沒有拒絕然後他的
606,00:21:40.000,00:21:42.000,問法是什麼會讓你
607,00:21:42.000,00:21:44.000,覺得不舒服嗎
608,00:21:44.000,00:21:46.000,我覺得他
609,00:21:46.000,00:21:48.000,就很急
610,00:21:48.000,00:21:50.000,就讓我不舒服了
611,00:21:50.000,00:21:52.000,因為他都不讓我
612,00:21:52.000,00:21:54.000,把故事講完
613,00:21:54.000,00:21:56.000,時間很短第一次的時間
614,00:21:56.000,00:21:58.000,真的很短所以我都
615,00:21:58.000,00:22:00.000,講的
616,00:22:00.000,00:22:02.000,就是
617,00:22:02.000,00:22:04.000,跟我準備的都不一樣
618,00:22:04.000,00:22:06.000,就講的
619,00:22:06.000,00:22:08.000,非常零碎然後
620,00:22:08.000,00:22:10.000,就只能講有什麼事
621,00:22:10.000,00:22:12.000,然後他有請我
622,00:22:12.000,00:22:14.000,敘述過程像是
623,00:22:14.000,00:22:16.000,嗯
624,00:22:16.000,00:22:18.000,熱炒店他摸
625,00:22:18.000,00:22:20.000,我是怎麼摸的
626,00:22:20.000,00:22:22.000,我就要說
627,00:22:22.000,00:22:24.000,我就要
628,00:22:24.000,00:22:26.000,自己推論他
629,00:22:26.000,00:22:28.000,應該從後面抱著我
630,00:22:28.000,00:22:30.000,然後用手摸我的胸部
631,00:22:30.000,00:22:32.000,然後用另外一隻手抓我的手
632,00:22:32.000,00:22:34.000,摸他的生殖器
633,00:22:34.000,00:22:36.000,這樣子然後就
634,00:22:36.000,00:22:38.000,像這樣子的過程秒數
635,00:22:38.000,00:22:40.000,他就會要
636,00:22:40.000,00:22:42.000,很緊張想要聽到像這樣子的
637,00:22:42.000,00:22:44.000,秒數
638,00:22:44.000,00:22:46.000,了解
639,00:22:46.000,00:22:48.000,然後
640,00:22:48.000,00:22:50.000,有沒有什麼
641,00:22:50.000,00:22:52.000,不舒服我自己是還好
642,00:22:52.000,00:22:54.000,因為最不舒服的
643,00:22:54.000,00:22:56.000,就是過了只是
644,00:22:56.000,00:22:58.000,把他講出來而已
645,00:22:58.000,00:23:00.000,那我
646,00:23:00.000,00:23:02.000,往回前面問一件事情是
647,00:23:02.000,00:23:04.000,嗯
648,00:23:04.000,00:23:06.000,我看一下喔其實你
649,00:23:06.000,00:23:08.000,這裡應該有寫但我應該還會再想
650,00:23:08.000,00:23:10.000,我看一下
651,00:23:10.000,00:23:12.000,你說
652,00:23:12.000,00:23:14.000,你說
653,00:23:14.000,00:23:16.000,登登登登登登
654,00:23:18.000,00:23:20.000,欸
655,00:23:20.000,00:23:22.000,好像這上面沒有寫
656,00:23:22.000,00:23:24.000,就是
657,00:23:24.000,00:23:26.000,你可以敘述一下
658,00:23:26.000,00:23:28.000,因為我裡面也要記錄
659,00:23:28.000,00:23:30.000,我應該要整理一部分的
660,00:23:30.000,00:23:32.000,主字稿給我同事就是
661,00:23:32.000,00:23:34.000,你再敘述一次
662,00:23:34.000,00:23:36.000,你當時
663,00:23:36.000,00:23:38.000,嗯
664,00:23:38.000,00:23:40.000,就跟社工講了
665,00:23:40.000,00:23:42.000,然後後來就變成要
666,00:23:42.000,00:23:44.000,提告跟後來確認要
667,00:23:44.000,00:23:46.000,做筆錄確認要提告的這個過程
668,00:23:46.000,00:23:48.000,就是這個提告這件事情
669,00:23:48.000,00:23:50.000,是怎麼發生的
670,00:23:50.000,00:23:52.000,就是
671,00:23:52.000,00:23:54.000,要從退藥開始講
672,00:23:54.000,00:23:56.000,好像要
673,00:23:56.000,00:23:58.000,應該好像至少要講
674,00:23:58.000,00:24:00.000,要講到因為
675,00:24:00.000,00:24:02.000,你才會知道去醫院然後
676,00:24:02.000,00:24:04.000,神智不清感覺要帶到
677,00:24:04.000,00:24:06.000,好
678,00:24:06.000,00:24:10.000,好
679,00:24:10.000,00:24:12.000,稍微講
680,00:24:12.000,00:24:14.000,嗯
681,00:24:14.000,00:24:16.000,我覺得怕講太多
682,00:24:16.000,00:24:18.000,不會不會
683,00:24:18.000,00:24:20.000,好吧那就從
684,00:24:20.000,00:24:22.000,最後開始沒聯絡那次
685,00:24:22.000,00:24:24.000,就是他就是
686,00:24:24.000,00:24:26.000,就是熱炒店之後
687,00:24:26.000,00:24:28.000,我就傳訊息跟他說
688,00:24:28.000,00:24:30.000,請他不要再騷擾我
689,00:24:30.000,00:24:32.000,然後他當下
690,00:24:32.000,00:24:34.000,訊息裡面也說好對不起
691,00:24:34.000,00:24:36.000,那後來他不知道為什麼
692,00:24:36.000,00:24:38.000,惱羞他就
693,00:24:38.000,00:24:40.000,反反指控
694,00:24:40.000,00:24:42.000,我說我摸他叫我
695,00:24:42.000,00:24:44.000,要克制自己
696,00:24:44.000,00:24:46.000,要克制自己並且
697,00:24:46.000,00:24:48.000,克制多一點
698,00:24:48.000,00:24:50.000,然後
699,00:24:50.000,00:24:52.000,我就然後就封鎖我了
700,00:24:52.000,00:24:54.000,然後我就氣炸了
701,00:24:54.000,00:24:56.000,然後
702,00:24:56.000,00:24:58.000,所以我們
703,00:24:58.000,00:25:00.000,就就就就沒有再有
704,00:25:00.000,00:25:02.000,更更多的我們就沒有
705,00:25:02.000,00:25:04.000,互動
706,00:25:04.000,00:25:06.000,然後我就一直忍耐這件事
707,00:25:06.000,00:25:08.000,但是
708,00:25:08.000,00:25:10.000,因為事情已經被
709,00:25:10.000,00:25:12.000,一些人知道就是
710,00:25:12.000,00:25:14.000,相同共同朋友知道了
711,00:25:14.000,00:25:16.000,所以這些
712,00:25:16.000,00:25:18.000,共同朋友
713,00:25:18.000,00:25:20.000,就會在
714,00:25:20.000,00:25:22.000,就是我們如果有他會
715,00:25:22.000,00:25:24.000,這些共同朋友
716,00:25:24.000,00:25:26.000,會避免讓我們見到面
717,00:25:26.000,00:25:28.000,所以他們出去
718,00:25:28.000,00:25:30.000,吃喝玩樂的時候
719,00:25:30.000,00:25:32.000,就會說
720,00:25:32.000,00:25:34.000,要保護我所以就不讓我知道
721,00:25:34.000,00:25:36.000,他們就自己去不要讓我們
722,00:25:36.000,00:25:38.000,碰到面這樣
723,00:25:38.000,00:25:40.000,所以我就覺得是個排擠
724,00:25:40.000,00:25:42.000,然後到
725,00:25:42.000,00:25:44.000,這些事情
726,00:25:44.000,00:25:46.000,我就想說應該
727,00:25:46.000,00:25:48.000,我就說服自己說
728,00:25:48.000,00:25:50.000,反正我就是去打鼓的
729,00:25:50.000,00:25:52.000,打鼓才是重點就是
730,00:25:52.000,00:25:54.000,人的話沒什麼關係
731,00:25:54.000,00:25:56.000,然後一直忍到了
732,00:25:56.000,00:25:58.000,12月吧
733,00:25:58.000,00:26:00.000,年底的時候
734,00:26:00.000,00:26:02.000,就是平安夜
735,00:26:02.000,00:26:04.000,24號早上他們去打球
736,00:26:04.000,00:26:06.000,然後他們就打棒球
737,00:26:06.000,00:26:08.000,就站一排很帥的一張照片
738,00:26:08.000,00:26:10.000,然後就看到
739,00:26:10.000,00:26:12.000,就看到28人就站在裡面
740,00:26:12.000,00:26:14.000,這樣
741,00:26:14.000,00:26:16.000,然後我就
742,00:26:16.000,00:26:18.000,反正因為已經他就
743,00:26:18.000,00:26:20.000,他在這4月到12月
744,00:26:20.000,00:26:22.000,中間就時不時我就會知道
745,00:26:22.000,00:26:24.000,他們有去玩有去
746,00:26:24.000,00:26:26.000,出去看表演喝酒彈棒球
747,00:26:26.000,00:26:28.000,什麼的就是反正
748,00:26:28.000,00:26:30.000,反正有共同朋友就會知道
749,00:26:30.000,00:26:32.000,那我覺得也當作
750,00:26:32.000,00:26:34.000,反正也是其中之一但是那天
751,00:26:34.000,00:26:36.000,晚上很不好就是
752,00:26:36.000,00:26:38.000,接連就是
753,00:26:38.000,00:26:40.000,接受很多被拒絕的
754,00:26:40.000,00:26:42.000,打擊之後晚上就
755,00:26:42.000,00:26:44.000,覺得真的是
756,00:26:44.000,00:26:46.000,很痛苦然後
757,00:26:46.000,00:26:48.000,我就
758,00:26:48.000,00:26:50.000,我吞藥不是要自產也不是要
759,00:26:50.000,00:26:52.000,送醫是
760,00:26:52.000,00:26:54.000,要那個
761,00:26:54.000,00:26:56.000,飛到就是我要
762,00:26:56.000,00:26:58.000,暈倒睡著就好
763,00:26:58.000,00:27:00.000,所以我
764,00:27:00.000,00:27:02.000,那天其實沒有吃很多
765,00:27:02.000,00:27:04.000,我只吃了20顆而已
766,00:27:04.000,00:27:06.000,然後我隔天還去上課
767,00:27:06.000,00:27:08.000,然後但是我隔天上課前
768,00:27:08.000,00:27:10.000,又吃了30顆上完課
769,00:27:10.000,00:27:12.000,上了一半上了早上課
770,00:27:12.000,00:27:14.000,然後就被發現了
771,00:27:14.000,00:27:16.000,然後就被徐香雲帶回家
772,00:27:16.000,00:27:18.000,然後
773,00:27:18.000,00:27:20.000,然後我爸媽去了等在房間
774,00:27:20.000,00:27:22.000,裡面不能出來所以徐香雲
775,00:27:22.000,00:27:24.000,照顧我安頓好我之後
776,00:27:24.000,00:27:26.000,他就去明天就是去忙你的
777,00:27:26.000,00:27:28.000,對然後
778,00:27:28.000,00:27:30.000,我也不知道為什麼
779,00:27:30.000,00:27:32.000,我會覺得很迷糊糊的因為可能
780,00:27:32.000,00:27:34.000,喝太多藥
781,00:27:34.000,00:27:36.000,後來我
782,00:27:36.000,00:27:38.000,就是在我媽
783,00:27:38.000,00:27:40.000,我媽跟我說我是在她的
784,00:27:40.000,00:27:42.000,面前先把雞掰狼的故事
785,00:27:42.000,00:27:44.000,跟她說了之後
786,00:27:44.000,00:27:46.000,我就吞了70顆藥
787,00:27:46.000,00:27:48.000,然後我就寫紙條說
788,00:27:48.000,00:27:50.000,送我去
789,00:27:50.000,00:27:52.000,醫院這樣然後
790,00:27:52.000,00:27:54.000,我阿姨就
791,00:27:54.000,00:27:56.000,我阿姨一個住在景美
792,00:27:56.000,00:27:58.000,然後另外一個住土城比較
793,00:27:58.000,00:28:00.000,近的就這兩個大阿姨二阿姨
794,00:28:00.000,00:28:02.000,就趕快來帶我
795,00:28:02.000,00:28:04.000,然後我們就坐計程車趕去
796,00:28:04.000,00:28:06.000,醫院
797,00:28:06.000,00:28:08.000,去醫院的時候他們就
798,00:28:08.000,00:28:10.000,先處理我的身體吧
799,00:28:10.000,00:28:12.000,好像就是給我打什麼可以排出去
800,00:28:12.000,00:28:14.000,的藥劑之類的
801,00:28:14.000,00:28:16.000,黑黑的
802,00:28:16.000,00:28:18.000,有印象
803,00:28:18.000,00:28:20.000,然後
804,00:28:20.000,00:28:22.000,後面就是社工
805,00:28:22.000,00:28:24.000,就帶我
806,00:28:24.000,00:28:26.000,就帶我到旁邊
807,00:28:26.000,00:28:28.000,這個是我沒有
808,00:28:28.000,00:28:30.000,意識太清楚的時候
809,00:28:30.000,00:28:32.000,就是我就跟社工
810,00:28:32.000,00:28:34.000,講了雞掰狼
811,00:28:34.000,00:28:36.000,就一直性侵我
812,00:28:36.000,00:28:38.000,跟性騷擾我的
813,00:28:38.000,00:28:40.000,事這樣
814,00:28:40.000,00:28:42.000,然後沒事就
815,00:28:42.000,00:28:44.000,回家休養兩天嗎
816,00:28:44.000,00:28:46.000,就
817,00:28:46.000,00:28:48.000,警察局就說
818,00:28:48.000,00:28:50.000,要請我去做一個筆錄
819,00:28:50.000,00:28:52.000,然後我們
820,00:28:52.000,00:28:54.000,也沒有想太多就是
821,00:28:54.000,00:28:56.000,就描述
822,00:28:56.000,00:28:58.000,雞掰狼講
823,00:28:58.000,00:29:00.000,更多細節關於雞掰狼
824,00:29:00.000,00:29:02.000,就是性侵我跟性騷擾
825,00:29:02.000,00:29:04.000,我的細節
826,00:29:04.000,00:29:06.000,就差不多是我的
827,00:29:06.000,00:29:08.000,雞掰狼故事的第一個版本
828,00:29:08.000,00:29:10.000,有點混亂
829,00:29:10.000,00:29:12.000,然後也有所謂的地方
830,00:29:12.000,00:29:14.000,像是我第一次講的時候
831,00:29:14.000,00:29:16.000,說他性侵
832,00:29:16.000,00:29:18.000,就是未睡
833,00:29:18.000,00:29:20.000,因為我爸在旁邊
834,00:29:20.000,00:29:22.000,我就不想讓他
835,00:29:22.000,00:29:24.000,有那個被插入
836,00:29:24.000,00:29:26.000,的樣子的畫面
837,00:29:26.000,00:29:28.000,然後
838,00:29:28.000,00:29:30.000,後來我又改掉了
839,00:29:30.000,00:29:32.000,那
840,00:29:32.000,00:29:34.000,就是到這個時候
841,00:29:34.000,00:29:36.000,警察就說
842,00:29:36.000,00:29:40.000,這是非搞素乃論
843,00:29:40.000,00:29:42.000,然後要我
844,00:29:42.000,00:29:44.000,在錄影
845,00:29:44.000,00:29:46.000,就是錄影存下來
846,00:29:46.000,00:29:48.000,說我
847,00:29:48.000,00:29:50.000,自己本人要
848,00:29:50.000,00:29:52.000,告他
849,00:29:52.000,00:29:54.000,強制
850,00:29:54.000,00:29:56.000,違反忘記了
851,00:29:56.000,00:29:58.000,強制違憲嗎?
852,00:29:58.000,00:30:00.000,對強制性交
853,00:30:00.000,00:30:02.000,強制性交
854,00:30:02.000,00:30:04.000,我要告
855,00:30:04.000,00:30:06.000,德成心
856,00:30:06.000,00:30:08.000,強制性交罪
857,00:30:08.000,00:30:10.000,就是他要把句子給我
858,00:30:10.000,00:30:12.000,我照著念出來
859,00:30:12.000,00:30:14.000,然後我的
860,00:30:14.000,00:30:16.000,就是那時候我才
861,00:30:16.000,00:30:18.000,有點想說
862,00:30:18.000,00:30:20.000,我有要告嗎?
863,00:30:20.000,00:30:22.000,我原本好像
864,00:30:22.000,00:30:24.000,我原本初中沒有要告
865,00:30:24.000,00:30:26.000,我告了會怎樣
866,00:30:26.000,00:30:28.000,到這個時候我才在
867,00:30:28.000,00:30:30.000,就是想說
868,00:30:30.000,00:30:32.000,我要告嗎?我不告嗎?
869,00:30:32.000,00:30:34.000,但是其實
870,00:30:34.000,00:30:36.000,我只要講出來
871,00:30:36.000,00:30:38.000,跟社工講出來之後
872,00:30:38.000,00:30:40.000,就是必須告了
873,00:30:40.000,00:30:42.000,嗯嗯嗯
874,00:30:42.000,00:30:44.000,但我就是在這個時候才在猶豫
875,00:30:44.000,00:30:46.000,嗯嗯嗯了解
876,00:30:46.000,00:30:48.000,你說
877,00:30:48.000,00:30:50.000,筆錄那個時候
878,00:30:50.000,00:30:52.000,就是我好奇做筆錄
879,00:30:52.000,00:30:54.000,那個時候因為你應該
880,00:30:54.000,00:30:56.000,那個時候就已經有大致敘述
881,00:30:56.000,00:30:58.000,那個時候現場有誰或者是
882,00:30:58.000,00:31:00.000,那時候是幫你
883,00:31:00.000,00:31:02.000,做筆錄的警官
884,00:31:02.000,00:31:04.000,是男生還是女生?
885,00:31:04.000,00:31:08.000,現場有我和
886,00:31:08.000,00:31:10.000,我爸媽然後
887,00:31:10.000,00:31:12.000,有當我做筆錄
888,00:31:12.000,00:31:14.000,是一個女警
889,00:31:14.000,00:31:16.000,就至少有情與警
890,00:31:16.000,00:31:18.000,但是那個時候
891,00:31:18.000,00:31:20.000,你還
892,00:31:20.000,00:31:22.000,就是你沒有跟警察說
893,00:31:22.000,00:31:24.000,可能
894,00:31:24.000,00:31:26.000,不想要爸爸媽媽在旁邊
895,00:31:26.000,00:31:28.000,或是你講到某個地方
896,00:31:28.000,00:31:30.000,才突然想到說
897,00:31:30.000,00:31:32.000,不想要爸爸
898,00:31:32.000,00:31:34.000,知道這樣的事情
899,00:31:34.000,00:31:36.000,所以才那個時候有
900,00:31:36.000,00:31:38.000,輕微畫了一下你的情節嗎?
901,00:31:38.000,00:31:40.000,就那個時候是
902,00:31:40.000,00:31:42.000,可以不
903,00:31:42.000,00:31:44.000,不讓他進來的嗎?
904,00:31:44.000,00:31:48.000,我覺得可以耶
905,00:31:48.000,00:31:50.000,但是因為我根本不知道要講什麼
906,00:31:50.000,00:31:52.000,也不知道要講多細
907,00:31:52.000,00:31:54.000,嗯嗯嗯
908,00:31:54.000,00:31:56.000,好
909,00:31:56.000,00:31:58.000,那為什麼會講到這裡
910,00:31:58.000,00:32:00.000,我想一下
911,00:32:00.000,00:32:02.000,就是整個提告的過程後來就
912,00:32:02.000,00:32:04.000,後來做完筆錄就回家
913,00:32:04.000,00:32:06.000,然後過了多久
914,00:32:06.000,00:32:08.000,才有後來
915,00:32:08.000,00:32:10.000,陪停的社工
916,00:32:10.000,00:32:12.000,聯繫你
917,00:32:12.000,00:32:14.000,嗯嗯嗯
918,00:32:14.000,00:32:16.000,嗯
919,00:32:16.000,00:32:22.000,你當社工
920,00:32:22.000,00:32:24.000,喔唷
921,00:32:24.000,00:32:32.000,是在冬天
922,00:32:32.000,00:32:34.000,我可以有確認
923,00:32:34.000,00:32:36.000,正確
924,00:32:36.000,00:32:38.000,正確的時間可是要
925,00:32:38.000,00:32:40.000,我找一下
926,00:32:40.000,00:32:42.000,你說是在當天說是在博愛路當天嗎?
927,00:32:42.000,00:32:46.000,不是他是先跟我聯絡
928,00:32:46.000,00:32:48.000,然後他又來我家
929,00:32:48.000,00:32:50.000,然後問我說就是事情
930,00:32:50.000,00:32:52.000,聽我講事情的前後
931,00:32:52.000,00:32:54.000,經過之後
932,00:32:54.000,00:32:56.000,才
933,00:32:56.000,00:32:58.000,跟我講說我之後
934,00:32:58.000,00:33:00.000,會面對到的法律程序
935,00:33:00.000,00:33:02.000,他那個時候
936,00:33:02.000,00:33:04.000,的敘述是什麼
937,00:33:04.000,00:33:06.000,大概說你會遇到什麼樣的法律程序
938,00:33:06.000,00:33:08.000,他說大概會分成
939,00:33:08.000,00:33:10.000,三個四個階段
940,00:33:10.000,00:33:12.000,一個階段就是
941,00:33:12.000,00:33:14.000,會有
942,00:33:14.000,00:33:16.000,會在地檢署
943,00:33:16.000,00:33:18.000,然後會有檢察官在
944,00:33:18.000,00:33:20.000,辦案
945,00:33:20.000,00:33:22.000,然後在這裡的時候會
946,00:33:22.000,00:33:24.000,決定要不要起訴
947,00:33:24.000,00:33:26.000,嗯
948,00:33:26.000,00:33:28.000,這是第一個階段
949,00:33:28.000,00:33:30.000,然後如果起訴
950,00:33:30.000,00:33:32.000,就可以就會到第二階段
951,00:33:32.000,00:33:34.000,就會去地方法院
952,00:33:34.000,00:33:36.000,然後會
953,00:33:36.000,00:33:38.000,這就叫做什麼?
954,00:33:38.000,00:33:40.000,一審
955,00:33:40.000,00:33:42.000,然後在這裡就會
956,00:33:42.000,00:33:44.000,看個判斷
957,00:33:44.000,00:33:46.000,這時候我可以
958,00:33:46.000,00:33:48.000,就是
959,00:33:48.000,00:33:50.000,刑
960,00:33:50.000,00:33:52.000,這是刑事
961,00:33:52.000,00:33:54.000,所以我可以加
962,00:33:54.000,00:33:56.000,民事
963,00:33:56.000,00:33:58.000,加點
964,00:33:58.000,00:34:00.000,民事
965,00:34:00.000,00:34:02.000,然後
966,00:34:02.000,00:34:04.000,再來就
967,00:34:04.000,00:34:06.000,如果沒過的話
968,00:34:06.000,00:34:08.000,就是再到第二審
969,00:34:08.000,00:34:10.000,然後到三審的時候
970,00:34:10.000,00:34:12.000,不會再遇到法官
971,00:34:12.000,00:34:14.000,不然只是看程序有沒有問題
972,00:34:14.000,00:34:16.000,這樣
973,00:34:16.000,00:34:18.000,他就來跟我解釋我們公民課本
974,00:34:18.000,00:34:20.000,上面的東西
975,00:34:20.000,00:34:22.000,了解
976,00:34:22.000,00:34:24.000,嗯
977,00:34:24.000,00:34:26.000,那應該是這之後
978,00:34:26.000,00:34:28.000,你才
979,00:34:28.000,00:34:30.000,去諮詢律師
980,00:34:30.000,00:34:32.000,那個時候
981,00:34:32.000,00:34:34.000,律師大概
982,00:34:34.000,00:34:36.000,有給你哪一些
983,00:34:36.000,00:34:38.000,補充或是有哪一些
984,00:34:38.000,00:34:40.000,意見或是有補充哪一些
985,00:34:40.000,00:34:42.000,有可能會遇到的狀況
986,00:34:42.000,00:34:44.000,或是你要準備的事情
987,00:34:44.000,00:34:46.000,律師
988,00:34:46.000,00:34:52.000,對不起我東西好亂
989,00:34:52.000,00:34:54.000,不會不會
990,00:34:54.000,00:34:56.000,我知道
991,00:34:56.000,00:34:58.000,那個社工來的時候
992,00:34:58.000,00:35:00.000,是1月4號
993,00:35:00.000,00:35:02.000,就是其實事情
994,00:35:02.000,00:35:04.000,才過沒多久很快
995,00:35:04.000,00:35:06.000,然後
996,00:35:06.000,00:35:08.000,去跟律師談的時候
997,00:35:08.000,00:35:10.000,律師先
998,00:35:10.000,00:35:12.000,就是因為他在
999,00:35:12.000,00:35:14.000,在我去找他
1000,00:35:14.000,00:35:16.000,就是面對面之前
1001,00:35:16.000,00:35:18.000,他有先用電話
1002,00:35:18.000,00:35:20.000,問過我的狀況
1003,00:35:20.000,00:35:22.000,然後我在電話
1004,00:35:22.000,00:35:24.000,通電話的時候就有
1005,00:35:24.000,00:35:26.000,跟他說就是
1006,00:35:26.000,00:35:28.000,整個經過
1007,00:35:28.000,00:35:34.000,過一次
1008,00:35:34.000,00:35:36.000,但這記錄
1009,00:35:36.000,00:35:38.000,好像是我爸的手機
1010,00:35:38.000,00:35:40.000,我爸那時候聯絡他
1011,00:35:40.000,00:35:42.000,那時候大概說
1012,00:35:42.000,00:35:44.000,一次經過之後
1013,00:35:44.000,00:35:46.000,他也像
1014,00:35:46.000,00:35:48.000,社工一樣
1015,00:35:48.000,00:35:50.000,跟我講之後
1016,00:35:50.000,00:35:52.000,會經過什麼但他沒有講
1017,00:35:52.000,00:35:54.000,那麼長的經過
1018,00:35:54.000,00:35:56.000,他沒有講到
1019,00:35:56.000,00:35:58.000,在檢察官起訴
1020,00:35:58.000,00:36:00.000,以前我去偵查
1021,00:36:00.000,00:36:02.000,廳的時候會遇到
1022,00:36:02.000,00:36:04.000,什麼事
1023,00:36:04.000,00:36:06.000,怎麼處理
1024,00:36:06.000,00:36:08.000,然後要準備
1025,00:36:08.000,00:36:14.000,他比較像是在了解
1026,00:36:14.000,00:36:16.000,我的案情
1027,00:36:16.000,00:36:20.000,後來3月2號
1028,00:36:22.000,00:36:24.000,因為3月
1029,00:36:24.000,00:36:26.000,要開庭
1030,00:36:26.000,00:36:28.000,3月9號要開庭
1031,00:36:28.000,00:36:30.000,那是我第一次開庭
1032,00:36:30.000,00:36:32.000,所以我就很緊張
1033,00:36:32.000,00:36:34.000,我問他說我可不可以
1034,00:36:34.000,00:36:36.000,去找他
1035,00:36:36.000,00:36:38.000,所以他就
1036,00:36:38.000,00:36:46.000,他就見了我每一次
1037,00:36:46.000,00:36:50.000,然後在那一次他就有跟我討論
1038,00:36:50.000,00:36:52.000,比較像是討論
1039,00:36:52.000,00:36:58.000,被檢察官問話的一些
1040,00:36:58.000,00:37:00.000,注意事項
1041,00:37:00.000,00:37:02.000,還有說法
1042,00:37:02.000,00:37:04.000,要怎麼樣說
1043,00:37:04.000,00:37:12.000,還有什麼
1044,00:37:12.000,00:37:14.000,我們找的
1045,00:37:14.000,00:37:16.000,可能的證人
1046,00:37:18.000,00:37:20.000,例如他會說
1047,00:37:20.000,00:37:22.000,什麼叫說法要怎麼樣說
1048,00:37:22.000,00:37:30.000,要強調什麼東西
1049,00:37:30.000,00:37:32.000,例如
1050,00:37:32.000,00:37:34.000,要強調
1051,00:37:34.000,00:37:40.000,強調我的恐懼當時的恐懼
1052,00:37:40.000,00:37:42.000,我不想要
1053,00:37:42.000,00:37:44.000,但是因為我害怕
1054,00:37:44.000,00:37:46.000,所以我沒有很明顯的
1055,00:37:46.000,00:37:48.000,去拒絕
1056,00:37:48.000,00:37:52.000,而且我的情緒當時是
1057,00:37:52.000,00:37:54.000,沒有辦法做出好的判斷
1058,00:37:54.000,00:37:56.000,因為還在恐懼中
1059,00:37:56.000,00:38:00.000,所以沒有辦法
1060,00:38:00.000,00:38:02.000,有適當
1061,00:38:02.000,00:38:04.000,有冷靜下正常人
1062,00:38:04.000,00:38:06.000,會有的判斷
1063,00:38:06.000,00:38:10.000,還有就是要跟他說我們真的沒有在交往
1064,00:38:14.000,00:38:16.000,那這些問題後來
1065,00:38:16.000,00:38:18.000,法官有問過
1066,00:38:18.000,00:38:20.000,後來檢察官有問過嗎
1067,00:38:20.000,00:38:22.000,就是有沒有交往是
1068,00:38:22.000,00:38:24.000,一問
1069,00:38:24.000,00:38:28.000,但是他們比較
1070,00:38:28.000,00:38:30.000,好像比較少問到我的情緒
1071,00:38:30.000,00:38:32.000,但我就會在說
1072,00:38:32.000,00:38:34.000,例如他
1073,00:38:34.000,00:38:36.000,把我壓住的時候
1074,00:38:36.000,00:38:38.000,我記得我很害怕
1075,00:38:38.000,00:38:40.000,然後我一直哭
1076,00:38:40.000,00:38:42.000,我就會把當時我可能的
1077,00:38:42.000,00:38:44.000,行為
1078,00:38:44.000,00:38:46.000,講出來
1079,00:38:46.000,00:38:48.000,然後因為我也不知道
1080,00:38:48.000,00:38:50.000,我要怎麼說
1081,00:38:50.000,00:38:52.000,我覺得很害怕
